,Unnamed: 0,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,authority,btrc,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,vendor_id,zip,payment_method,payment_status,inv_num,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,procurement_organization,supplier_city,supplier_country,site_location,currency,value_of_spend,vendor_num,program,invoice_due_date,invoice_discount_due_date,discount,po_date,po_line_number,buyer_name,bu_name,sales_tax_percent,sales_tax,item_code,item_code_name,unit_price,quantity,receiver_id,settlement_judgment,authority_link
2524,307139.0,6477813,2020,AIRPORTS,KAMBRIAN CORPORATION,2020-02-27T00:00:00.000,8034.0,110668.0,2468098.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235994,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,KAMBRIAN CORPORATION,4.0,0000110668,91792-3198,CHECK,PAID,5100512612,2020-02-05T00:00:00.000,1,1,4500325437.0,LOBBY - ANNUALLY - ANNUAL ILOBBY,LOBBY - ANNUALLY - ANNUAL ILOBBY,LAWA,WEST COVINA,US,LOS ANGELES WORLD AIRPORTS,USD,8034.0,0000110668 - KAMBRIAN CORPORATION,,,,,,,,,,,,,,,,,
2525,307140.0,6477812,2020,AIRPORTS,KAMBRIAN CORPORATION,2020-02-27T00:00:00.000,9182.06,110668.0,2468098.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235994,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,KAMBRIAN CORPORATION,4.0,0000110668,91792-3198,CHECK,PAID,5100512518,2020-02-04T00:00:00.000,1,1,4500325857.0,[LIC: 1/31/2020-1/30/2021],[LIC: 1/31/2020-1/30/2021],LAWA,WEST COVINA,US,LOS ANGELES WORLD AIRPORTS,USD,9182.06,0000110668 - KAMBRIAN CORPORATION,,,,,,,,,,,,,,,,,
2526,307141.0,6477811,2020,AIRPORTS,KAMBRIAN CORPORATION,2020-02-27T00:00:00.000,4150.89,110668.0,2468098.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235994,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,KAMBRIAN CORPORATION,4.0,0000110668,91792-3198,CHECK,PAID,5100512049,2020-01-31T00:00:00.000,1,1,4500325741.0,WMS1YR100N APC BY SCHNEIDER,WMS1YR100N APC BY SCHNEIDER,LAWA,WEST COVINA,US,LOS ANGELES WORLD AIRPORTS,USD,4150.89,0000110668 - KAMBRIAN CORPORATION,,,,,,,,,,,,,,,,,
2527,307418.0,6477117,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-11T00:00:00.000,-370.63,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235502,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511864,2020-02-04T00:00:00.000,1,1,4500324258.0,LINE# 52 SERVICE LABOR INSTALL,LINE# 52 SERVICE LABOR INSTALL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,-370.63,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2528,307419.0,6477116,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-11T00:00:00.000,7412.5,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235502,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511864,2020-02-04T00:00:00.000,1,1,4500324258.0,LINE# 52 SERVICE LABOR INSTALL,LINE# 52 SERVICE LABOR INSTALL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,7412.5,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2529,307420.0,6477115,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-11T00:00:00.000,-110.7,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235502,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511808,2020-02-04T00:00:00.000,1,1,4500325268.0,LINE# 53 SERVICE LABOR INSTALL,LINE# 53 SERVICE LABOR INSTALL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,-110.7,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2530,307421.0,6477114,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-11T00:00:00.000,2214.08,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235502,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511808,2020-02-04T00:00:00.000,1,1,4500325268.0,LINE# 53 SERVICE LABOR INSTALL,LINE# 53 SERVICE LABOR INSTALL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,2214.08,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2531,307422.0,6477113,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-04T00:00:00.000,-867.6,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235317,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511449,2020-01-27T00:00:00.000,1,1,4500324270.0,LINE# 62 EQUIPMENT RENTAL,LINE# 62 EQUIPMENT RENTAL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,-867.6,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2532,307423.0,6477112,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-04T00:00:00.000,17352.0,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235317,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511449,2020-01-27T00:00:00.000,1,1,4500324270.0,LINE# 62 EQUIPMENT RENTAL,LINE# 62 EQUIPMENT RENTAL,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,17352.0,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2533,307424.0,6477111,2020,AIRPORTS,A TO Z GLASS & MIRROR INC,2020-02-04T00:00:00.000,355.68,102885.0,630360.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235317,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,A TO Z GLASS & MIRROR INC,4.0,0000102885,90022,EFT,PAID,5100511432,2018-10-01T00:00:00.000,1,1,4500311348.0,LINE #37: SERVICE LABOR INSTALL WINDOW,LINE #37: SERVICE LABOR INSTALL WINDOW,LAWA,LOS ANGELES,US,LOS ANGELES WORLD AIRPORTS,USD,355.68,0000102885 - A TO Z GLASS & MIRROR INC,,,,,,,,,,,,,,,,,
2534,307430.0,6477105,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-11T00:00:00.000,4708.75,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235501,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100511768,2020-01-17T00:00:00.000,1,1,4500320190.0,TO#529319-011.1 CEQA-NEPA T4 MODERNI,TO#529319-011.1 CEQA-NEPA T4 MODERNI,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,4708.75,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2535,307431.0,6477104,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-13T00:00:00.000,10638.75,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235573,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100511147,2019-12-27T00:00:00.000,1,1,4500320814.0,TO#529319-010 STAT REPORTING/FORECAST,TO#529319-010 STAT REPORTING/FORECAST,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,10638.75,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2536,307432.0,6477103,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-13T00:00:00.000,9388.1,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235573,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100510975,2019-12-18T00:00:00.000,1,1,4500321089.0,INTERMODAL TRANSPORTATION FACILITY,INTERMODAL TRANSPORTATION FACILITY,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,9388.1,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2537,307433.0,6477102,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-06T00:00:00.000,14927.75,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235400,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100510897,2019-12-27T00:00:00.000,1,1,4500320806.0,TO#529318-001 MMRP DATA COLLECTION FY20,TO#529318-001 MMRP DATA COLLECTION FY20,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,14927.75,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2538,307434.0,6477101,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-20T00:00:00.000,28410.86,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235752,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100512426,2019-12-17T00:00:00.000,1,1,4500324852.0,CONSULTANT SERVICES INV 24250,CONSULTANT SERVICES INV 24250,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,28410.86,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2539,307435.0,6477100,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,25453.84,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100512783,2019-12-03T00:00:00.000,1,1,4500321089.0,INTERMODAL TRANSPORTATION FACILITY,INTERMODAL TRANSPORTATION FACILITY,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,25453.84,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2540,307436.0,6477099,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,20871.91,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100512111,2020-01-17T00:00:00.000,1,1,4500320806.0,TO#529318-001 MMRP DATA COLLECTION FY20,TO#529318-001 MMRP DATA COLLECTION FY20,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,20871.91,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2541,307437.0,6477098,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,6241.25,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100512055,2020-01-17T00:00:00.000,1,1,4500320814.0,TO#529319-010 STAT REPORTING/FORECAST,TO#529319-010 STAT REPORTING/FORECAST,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,6241.25,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2542,307438.0,6477097,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,23246.43,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100511782,2019-09-24T00:00:00.000,1,1,4500321089.0,INTERMODAL TRANSPORTATION FACILITY,INTERMODAL TRANSPORTATION FACILITY,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,23246.43,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2543,307439.0,6477096,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,1542.5,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100511769,2020-01-17T00:00:00.000,1,1,4500320811.0,TO#529318-006 MISC. SERVICES FY20,TO#529318-006 MISC. SERVICES FY20,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,1542.5,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2544,307440.0,6477095,2020,AIRPORTS,RICONDO & ASSOCIATES INC,2020-02-27T00:00:00.000,660.0,102616.0,951699.0,"TRANSPORTATION, COMMERCE AND/OR ENTERPRISE",PROPRIETARY,ENTERPRISE,AIRPORT REVENUE FUND - LAX,700,SUPPLIES AND OTHER SERVICES,200,2000235908,SUPPLIES AND OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,LAWA-SAP,RICONDO & ASSOCIATES INC,4.0,0000102616,60673-1253,EFT,PAID,5100511767,2020-01-17T00:00:00.000,1,1,4500320811.0,TO#529318-006 MISC. SERVICES FY20,TO#529318-006 MISC. SERVICES FY20,LAWA,CHICAGO,US,LOS ANGELES WORLD AIRPORTS,USD,660.0,0000102616 - RICONDO & ASSOCIATES INC,,,,,,,,,,,,,,,,,
2545,308551.0,6475552,2020,RECREATION AND PARKS,V T P INC,2020-02-14T00:00:00.000,396.24,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000058693,SUPPLIES & OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000098396,2020-01-29T00:00:00.000,4,4,CPO88190000488417,JOB ORDER FOR MT. CARMEL RC. ORDER REQ. BY EMILIO DE LUNA,"LABOR, CUSTOM PREP. OF FLOOR, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,400.24,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-21T00:00:00.000,2020-02-21T00:00:00.000,4.0,2019-05-29T00:00:00.000,4.0,4498.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,50.03,8.0,200000025638,,
2546,308552.0,6475551,2020,RECREATION AND PARKS,V T P INC,2020-02-10T00:00:00.000,243.94,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,CONTRACTUAL SERVICES,003040,AD26200000057103,SUPPLIES & OTHER SERVICES,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,88.0,000025620,90222,CHECK,PAID,IN88200000091699,2020-01-21T00:00:00.000,1,19,CPO88200000411215,ORDER REQUESTED BY BERT HUERTA,"LABOR, CUSTOM PREP. OF FLOOR, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,246.4,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-14T00:00:00.000,2020-02-14T00:00:00.000,2.46,2019-08-07T00:00:00.000,1.0,4498.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,49.27955,5.0,200000077425,,
2547,308553.0,6475550,2020,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,V T P INC,2020-02-03T00:00:00.000,328.04,,25395.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CC SAFETY CARPET REPLACE,00R669,AD26200000055325,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,54.0,000025620,90222,CHECK,PAID,IN40200000087811,2020-01-13T00:00:00.000,3,3,CPO40200000438204,"CITY HALL SOUTH- RM 501 CUSTODIAL ADMIN, FLOOR REPAIR, VTP I","LABOR, CUSTOM PREP. OF FLOOR, OVERTIME",CITY,COMPTON,US,LOS ANGELES,USD,331.35,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-07T00:00:00.000,2020-02-07T00:00:00.000,3.31,2019-11-12T00:00:00.000,3.0,87008.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,66.27080000000001,5.0,200000072642,,
2548,308554.0,6475549,2020,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,V T P INC,2020-02-10T00:00:00.000,328.04,,25395.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CC SAFETY CARPET REPLACE,00R669,AD26200000057103,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,54.0,000025620,90222,CHECK,PAID,IN40200000091698,2020-01-21T00:00:00.000,3,3,CPO40200000438253,"CITY HALL SOUTH- RM 502 CUSTODIAL ADMIN, FLOOR REPAIR, VTP I","LABOR, CUSTOM PREP. OF FLOOR, OVERTIME",CITY,COMPTON,US,LOS ANGELES,USD,331.35,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-14T00:00:00.000,2020-02-14T00:00:00.000,3.31,2019-11-12T00:00:00.000,3.0,87008.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,66.27,5.0,200000079837,,
2549,308555.0,6475548,2020,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,V T P INC,2020-02-04T00:00:00.000,3578.62,,25395.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CC SAFETY CARPET REPLACE,00R669,AD26200000055725,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,54.0,000025620,90222,CHECK,PAID,IN40200000097346,2019-11-05T00:00:00.000,3,3,CPO40200000438332,"CITY HALL EAST- 18TH FLOOR LOBBY AND HALLS, FLOOR REPAIR, VT","LABOR, CUSTOM PREP. OF FLOOR, OVERTIME",CITY,COMPTON,US,LOS ANGELES,USD,3578.62,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,0.0,2019-11-13T00:00:00.000,3.0,87008.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,66.27080000000001,54.0,200000082092,,
2550,308556.0,6475547,2020,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,V T P INC,2020-02-21T00:00:00.000,1049.73,,25395.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CC SAFETY CARPET REPLACE,00R669,AD26200000060184,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,54.0,000025620,90222,CHECK,PAID,IN40200000098366,2020-02-04T00:00:00.000,4,4,CPO40200000440746,"CITY HALL EAST- 18TH FLOOR LOBBY AND HALLS, FLOOR REPAIR, VT","LABOR, CUSTOM PREP. OF FLOOR, OVERTIME",CITY,COMPTON,US,LOS ANGELES,USD,1060.33,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-02-27T00:00:00.000,2020-02-27T00:00:00.000,10.6,2019-11-22T00:00:00.000,4.0,87008.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,66.27080000000001,15.9999,200000082122,,
2551,308557.0,6475546,2020,NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM,V T P INC,2020-02-26T00:00:00.000,3674.01,,25395.0,GENERAL GOVERNMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,CC SAFETY CARPET REPLACE,00R669,AD26200000061421,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,54.0,000025620,90222,CHECK,PAID,IN40200000102298,2020-02-10T00:00:00.000,4,4,CPO40200000441247,CITY HALL EAST- 17TH FLOOR LOBBY AND HALLS,"LABOR, CUSTOM PREP. OF FLOOR, OVERTIME",CITY,COMPTON,US,LOS ANGELES,USD,3711.12,000025620-V T P INC,GENERAL SERVICES PROCUREMENT,2020-03-03T00:00:00.000,2020-03-03T00:00:00.000,37.11,2019-11-21T00:00:00.000,4.0,87008.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,66.27080000000001,55.99930000000001,200000085226,,
2552,308558.0,6475545,2020,RECREATION AND PARKS - SPECIAL ACCOUNTS,V T P INC,2020-02-04T00:00:00.000,6586.21,,25395.0,CULTURAL AND RECREATIONAL SERVICES,GOVERNMENTAL,SPECIAL REVENUE,RECREATION AND PARKS,302,SUBDIVISION FEES TR/QUIMBY FND,89460K,AD26200000055725,IMPROVEMENTS OTHER THAN BUILDINGS,8,2020-08 (FEB),2020-03,2,"FEBRUARY,2020",FEBRUARY,FMS,,89.0,000025620,90222,CHECK,PAID,IN89200000097353,2020-01-15T00:00:00.000,1,11,CPO89200000448885,#20108 302/89/89460K-EN ENCINO COMMUNITY CENTER,"LABOR, CUSTOM PREP. OF FLOOR, REG. TIME",CITY,COMPTON,US,LOS ANGELES,USD,6652.74,000025620-V T P INC,RECREATION AND PARKS,2020-02-10T00:00:00.000,2020-02-10T00:00:00.000,66.53,2019-12-23T00:00:00.000,1.0,36634.0,CITY,0.0,0.0,721027.0,FLOORING SERVICE,49.27955,135.0,200000079554,,
